SurveyId,Country,OptInDate,BirthYear,Age,AgeGroup,Gender,Region,District,Urban_Rural,WaterSupply_Tap,WaterSupply_Standpipe,WaterSupply_Well,WaterSupply_Bottled water/sachet,WaterSupply_Tanker,WaterSupply_Cart vendor,WaterSupply_Rainwater,WaterSupply_Spring/River,FlowDays,FlowHours,SourceLocation,WaterPay,WaterChange,WaterSupplyBefore_Tap,WaterSupplyBefore_ Standpipe,WaterSupplyBefore_Well,WaterSupplyBefore_ Bottled water/sachet,WaterSupplyBefore_Tanker,WaterSupplyBefore_Cart vendor,WaterSupplyBefore_Rainwater,WaterSupplyBefore_Spring/River,FlowDaysBefore,FlowHoursBefore,WaterPayBefore
UPS8260459554862763836,Ghana,11-23-2020,1990,30,25-40,Male,Northern,Nanton,Urban area [city/town],No,No,No,No,No,No,Yes,No,0,0,I must walk to it,40,The same as before,No,No,No,No,No,No,Yes,No,0,0,30
UPS1571707548631577253,Ghana,11-23-2020,1991,29,25-40,Female,Northern,Kpandai,Rural area [village/farm],No,No,No,No,No,No,No,Yes,0,0,I must walk to it,0,The same as before,No,Yes,No,No,No,No,No,No,2,3,0
UPS452952873968879483,Ghana,11-17-2020,1980,40,25-40,Male,Northern,Nanton,Urban area [city/town],Yes,No,No,No,No,No,No,No,1,12,I must walk to it,110,The same as before,Yes,No,No,No,No,No,No,No,1,10,145
UPS57249083877128135,Ghana,11-16-2020,1991,29,25-40,Male,Brong-Ahafo,Wenchi,Urban area [city/town],No,No,No,Yes,No,No,No,No,0,0,I must walk to it,3,More difficult,No,No,No,Yes,No,No,No,No,0,0,3
UPS8635508998631042659,Ghana,11-23-2020,1982,38,25-40,Male,Brong-Ahafo,Kintampo North,Urban area [city/town],No,No,No,Yes,No,No,No,No,0,0,I must walk to it,150,The same as before,No,No,No,Yes,No,No,No,No,0,0,100
UPS-4770472736258627211,Ghana,11-24-2020,1985,35,25-40,Female,Volta,Kadjebi,Rural area [village/farm],No,Yes,No,No,No,No,No,No,5,24,I must walk to it,50,The same as before,No,Yes,No,No,No,No,No,No,7,12,100
UPS-4646873153004802612,Ghana,11-19-2020,1995,25,25-40,Male,Volta,Ho West,Urban area [city/town],No,No,Yes,No,No,No,No,No,0,0,In my home or compound,1,The same as before,No,No,No,No,No,No,Yes,No,0,0,1
UPS8317161550311513527,Ghana,11-24-2020,1992,28,25-40,Male,Brong-Ahafo,Kintampo North,Urban area [city/town],No,No,No,No,No,No,Yes,No,0,0,In my home or compound,20,Easier,No,No,No,No,No,No,No,Yes,0,0,35
UPS3498471368921388378,Ghana,11-19-2020,1994,26,25-40,Male,Volta,Ho West,Rural area [village/farm],No,No,No,Yes,No,No,No,No,0,0,I must walk to it,20,The same as before,No,No,No,Yes,No,No,No,No,0,0,20
UPS-4015963074080132157,Ghana,11-24-2020,1991,29,25-40,Male,Volta,Afadzato South,Rural area [village/farm],Yes,No,No,No,No,No,No,No,5,16,I must walk to it,40,More difficult,No,Yes,No,No,No,No,No,No,7,24,40
UPS4223628555370043673,Ghana,11-21-2020,1994,26,25-40,Female,Northern,Kpandai,Urban area [city/town],No,No,No,Yes,No,No,No,No,0,0,In my home or compound,300,Easier,No,No,No,Yes,No,No,No,No,0,0,300
UPS1067410557900573903,Ghana,11-20-2020,1996,24,15-24,Male,Northern,West Gonja,Urban area [city/town],No,No,Yes,No,No,No,No,No,0,0,Neighbor,1,More difficult,No,No,Yes,No,No,No,No,No,0,0,2
UPS-3672388676709533409,Ghana,11-23-2020,1990,30,25-40,Male,Brong-Ahafo,Nkoranza South,Rural area [village/farm],No,Yes,No,No,No,No,No,No,7,8,I must walk to it,0,Easier,No,Yes,No,No,No,No,No,No,7,14,35
UPS3300134419167855374,Ghana,11-21-2020,1997,23,15-24,Male,Northern,Nanumba South,Rural area [village/farm],Yes,No,No,No,No,No,No,No,3,5,In my home or compound,20,The same as before,Yes,No,No,No,No,No,No,No,3,4,300
UPS-7329313390270699151,Ghana,11-25-2020,1993,27,25-40,Male,Northern,Nanumba South,Rural area [village/farm],No,No,No,No,Yes,No,No,No,0,0,I must walk to it,200,The same as before,No,No,No,No,Yes,No,No,No,0,0,20
UPS-5081351711520465337,Ghana,11-25-2020,1982,38,25-40,Male,Northern,Nanton,Rural area [village/farm],No,No,Yes,No,No,No,No,No,0,0,I must walk to it,2,More difficult,No,No,No,No,No,No,Yes,No,0,0,2
UPS-3956181866903073936,Ghana,11-25-2020,1992,28,25-40,Male,Northern,Nanton,Rural area [village/farm],No,No,No,Yes,No,No,No,No,0,0,Neighbor,12,The same as before,No,No,No,Yes,No,No,No,No,0,0,12
UPS-3214835005330150880,Ghana,11-17-2020,1988,32,25-40,Male,Volta,Ho West,Urban area [city/town],No,No,No,Yes,No,No,No,No,0,0,I must walk to it,26,The same as before,No,No,No,Yes,No,No,No,No,0,0,25
UPS4712494840197604462,Ghana,11-25-2020,1991,29,25-40,Male,Brong-Ahafo,Wenchi,Rural area [village/farm],No,Yes,No,No,No,No,No,No,6,9,I must walk to it,30,The same as before,No,Yes,No,No,No,No,No,No,6,11,30
UPS1573134490177217548,Ghana,11-23-2020,1996,24,15-24,Female,Volta,Ho West,Urban area [city/town],No,Yes,No,No,No,No,No,No,5,10,Neighbor,60,Easier,No,Yes,No,No,No,No,No,No,4,4,3
UPS-2805916053283108847,Ghana,11-21-2020,1992,28,25-40,Male,Volta,Ho West,Urban area [city/town],No,No,No,Yes,No,No,No,No,0,0,Neighbor,25,More difficult,Yes,No,No,No,No,No,No,No,7,7,18
UPS-7993572006983492802,Ghana,11-24-2020,1985,35,25-40,Male,Brong-Ahafo,Kintampo North,Rural area [village/farm],No,No,No,No,No,No,No,Yes,0,0,I must walk to it,40,The same as before,No,No,Yes,No,No,No,No,No,0,0,40
UPS24022296056800348,Ghana,11-23-2020,1987,33,25-40,Female,Volta,Ketu North,Rural area [village/farm],No,No,No,No,No,No,Yes,No,0,0,I must walk to it,1,More difficult,No,No,No,No,No,No,Yes,No,0,0,27
UPS-4571671567090764465,Ghana,11-24-2020,1992,28,25-40,Female,Northern,Nanton,Urban area [city/town],No,No,No,No,No,No,No,Yes,0,0,I must walk to it,200,More difficult,No,No,No,No,No,No,No,Yes,0,0,200
UPS-6240192664490967990,Ghana,11-25-2020,1993,27,25-40,Female,Volta,Kadjebi,Urban area [city/town],No,No,No,Yes,No,No,No,No,0,0,I must walk to it,150,Easier,No,Yes,No,No,No,No,No,No,3,5,120
UPS-4890297411306673971,Ghana,11-17-2020,1992,28,25-40,Male,Brong-Ahafo,Asutifi South,Urban area [city/town],No,No,No,Yes,No,No,No,No,0,0,Neighbor,22,The same as before,No,No,No,Yes,No,No,No,No,0,0,22
UPS281677428685116884,Ghana,11-25-2020,1988,32,25-40,Male,Volta,Afadzato South,Rural area [village/farm],No,No,Yes,No,No,No,No,No,0,0,I must walk to it,20,More difficult,No,No,Yes,No,No,No,No,No,0,0,10
UPS-8768067438956133879,Ghana,11-23-2020,1993,27,25-40,Male,Northern,Nanton,Rural area [village/farm],No,No,No,No,No,No,No,Yes,0,0,I must walk to it,10,The same as before,No,No,No,No,No,No,No,Yes,0,0,1
UPS2444313678764583526,Ghana,11-23-2020,1995,25,25-40,Female,Brong-Ahafo,Nkoranza North,Urban area [city/town],No,No,Yes,No,No,No,No,No,0,0,Neighbor,5,The same as before,No,No,No,No,No,No,No,Yes,0,0,1
UPS3408788082652288149,Ghana,11-23-2020,1986,34,25-40,Male,Northern,Nanton,Urban area [city/town],No,No,No,Yes,No,No,No,No,0,0,Neighbor,2,More difficult,No,No,No,No,Yes,No,No,No,0,0,50
UPS-3838632611879076784,Ghana,11-20-2020,1999,21,15-24,Female,Northern,Nanton,Urban area [city/town],Yes,No,No,No,No,No,No,No,4,6,In my home or compound,200,The same as before,Yes,No,No,No,No,No,No,No,3,6,200
UPS-5708145864893817399,Ghana,11-20-2020,1988,32,25-40,Male,Brong-Ahafo,Nkoranza South,Rural area [village/farm],No,Yes,No,No,No,No,No,No,7,8,I must walk to it,15,The same as before,No,Yes,No,No,No,No,No,No,7,8,15
UPS-6474264856190636764,Ghana,11-23-2020,1997,23,15-24,Male,Brong-Ahafo,Kintampo North,Urban area [city/town],No,No,Yes,No,No,No,No,No,0,0,Neighbor,20,More difficult,No,No,No,Yes,No,No,No,No,0,0,2
UPS8798539576572691686,Ghana,11-16-2020,1992,28,25-40,Female,Brong-Ahafo,Dormaa West,Rural area [village/farm],No,No,No,No,No,Yes,No,No,0,0,I must walk to it,15,Easier,No,No,No,Yes,No,No,No,No,0,0,20
UPS9094366320555976531,Ghana,11-23-2020,1992,28,25-40,Male,Brong-Ahafo,Kintampo North,Urban area [city/town],No,Yes,No,No,No,No,No,No,7,5,In my home or compound,350,More difficult,No,No,No,No,No,No,Yes,No,0,0,400
UPS2441598138748541308,Ghana,11-23-2020,1994,26,25-40,Male,Brong-Ahafo,Dormaa West,Urban area [city/town],No,No,No,Yes,No,No,No,No,0,0,In my home or compound,50,Easier,No,Yes,No,No,No,No,No,No,5,5,50
UPS4795467741723546490,Ghana,11-17-2020,1990,30,25-40,Male,Brong-Ahafo,Asutifi South,Urban area [city/town],No,No,No,Yes,No,No,No,No,0,0,Neighbor,200,More difficult,Yes,No,No,No,No,No,No,No,5,15,120
UPS-3282845076114580122,Ghana,11-25-2020,1992,28,25-40,Male,Brong-Ahafo,Dormaa West,Rural area [village/farm],No,No,No,No,No,No,No,Yes,0,0,I must walk to it,1,The same as before,No,No,No,No,No,No,No,Yes,0,0,1
UPS3714765055799903470,Ghana,11-17-2020,1994,26,25-40,Male,Brong-Ahafo,Asutifi North,Urban area [city/town],No,No,No,Yes,No,No,No,No,0,0,Neighbor,2,More difficult,No,Yes,No,No,No,No,No,No,3,24,30
UPS-710917118900677270,Ghana,11-24-2020,1994,26,25-40,Male,Northern,Sawla Tuna Kalba,Urban area [city/town],No,No,No,No,No,No,Yes,No,0,0,In my home or compound,0,Easier,Yes,No,No,No,No,No,No,No,6,7,7
UPS1809943238728059636,Ghana,11-17-2020,1993,27,25-40,Male,Northern,Nanumba South,Urban area [city/town],No,No,No,No,No,No,Yes,No,0,0,I must walk to it,50,More difficult,No,No,No,No,No,No,No,Yes,0,0,70
UPS-1592164019438732797,Ghana,11-23-2020,1998,22,15-24,Male,Northern,West Gonja,Rural area [village/farm],No,No,Yes,No,No,No,No,No,0,0,I must walk to it,320,More difficult,Yes,No,No,No,No,No,No,No,1,24,169
UPS-7753408664401113458,Ghana,11-25-2020,1992,28,25-40,Male,Northern,Kpandai,Urban area [city/town],No,No,No,Yes,No,No,No,No,0,0,I must walk to it,35,The same as before,No,No,No,Yes,No,No,No,No,0,0,35
UPS-4226060970584588284,Ghana,11-22-2020,1990,30,25-40,Male,Volta,Central Tongu,Rural area [village/farm],No,Yes,No,No,No,No,No,No,3,4,I must walk to it,0,The same as before,No,Yes,No,No,No,No,No,No,5,5,70
UPS-4239648664181242916,Ghana,11-24-2020,1997,23,15-24,Male,Brong-Ahafo,Kintampo North,Urban area [city/town],Yes,No,No,No,No,No,No,No,5,20,In my home or compound,33,The same as before,Yes,No,No,No,No,No,No,No,5,20,33
UPS-7819294366617855312,Ghana,11-22-2020,1995,25,25-40,Male,Volta,Ho West,Urban area [city/town],No,No,Yes,No,No,No,No,No,0,0,Neighbor,20,More difficult,No,No,Yes,No,No,No,No,No,0,0,10
UPS3948143621483337901,Ghana,11-23-2020,1986,34,25-40,Female,Volta,Ho West,Urban area [city/town],Yes,No,No,No,No,No,No,No,5,4,In my home or compound,0,The same as before,Yes,No,No,No,No,No,No,No,5,6,160
UPS5070916786163977641,Ghana,11-25-2020,1996,24,15-24,Male,Northern,Sawla Tuna Kalba,Rural area [village/farm],No,No,No,No,No,No,No,Yes,0,0,I must walk to it,1,More difficult,No,Yes,No,No,No,No,No,No,3,6,1
UPS-2100988121206872163,Ghana,11-25-2020,1995,25,25-40,Male,Northern,Kpandai,Urban area [city/town],No,Yes,No,No,No,No,No,No,3,12,I must walk to it,24,More difficult,No,Yes,No,No,No,No,No,No,6,20,5
UPS4715788704441194596,Ghana,11-22-2020,1980,40,25-40,Female,Northern,Nanton,Rural area [village/farm],No,No,No,No,No,No,Yes,No,0,0,I must walk to it,158,More difficult,No,No,No,No,No,No,Yes,No,0,0,385
UPS-2216681642827071567,Ghana,11-20-2020,1968,52,40+,Male,Volta,Ho West,Rural area [village/farm],No,Yes,No,No,No,No,No,No,7,24,I must walk to it,35,The same as before,No,Yes,No,No,No,No,No,No,7,24,35
UPS8627302512279572612,Ghana,11-23-2020,1997,23,15-24,Female,Volta,Central Tongu,Urban area [city/town],No,No,Yes,No,No,No,No,No,0,0,Neighbor,10,The same as before,Yes,No,No,No,No,No,No,No,5,24,10
UPS-7249486426581514808,Ghana,11-18-2020,1989,31,25-40,Female,Brong-Ahafo,Asutifi South,Rural area [village/farm],No,No,Yes,No,No,No,No,No,0,0,I must walk to it,10,More difficult,No,No,Yes,No,No,No,No,No,0,0,10
UPS6108724530563333327,Ghana,11-20-2020,1990,30,25-40,Female,Northern,Zabzugu,Rural area [village/farm],No,Yes,No,No,No,No,No,No,1,8,I must walk to it,0,The same as before,No,Yes,No,No,No,No,No,No,4,10,15
UPS-347426046235457284,Ghana,11-20-2020,1990,30,25-40,Male,Brong-Ahafo,Nkoranza North,Urban area [city/town],No,No,No,Yes,No,No,No,No,0,0,In my home or compound,60,The same as before,No,Yes,No,No,No,No,No,No,5,20,60
UPS7125000509580003405,Ghana,11-25-2020,1989,31,25-40,Male,Brong-Ahafo,Nkoranza North,Rural area [village/farm],No,Yes,No,No,No,No,No,No,7,12,I must walk to it,20,The same as before,No,No,Yes,No,No,No,No,No,0,0,15
UPS-2959188018354263231,Ghana,11-19-2020,1995,25,25-40,Female,Northern,Nanumba South,Urban area [city/town],Yes,No,No,No,No,No,No,No,1,12,In my home or compound,1,Easier,No,No,No,No,No,No,Yes,No,0,0,5
UPS4710415140523720630,Ghana,11-24-2020,1985,35,25-40,Male,Northern,Nanton,Urban area [city/town],No,No,No,No,No,No,Yes,No,0,0,I must walk to it,3,The same as before,No,No,No,No,No,No,Yes,No,0,0,20
UPS4061831013533434885,Ghana,11-24-2020,2000,20,15-24,Female,Volta,Ketu North,Rural area [village/farm],No,No,No,No,No,No,No,Yes,0,0,I must walk to it,30,More difficult,No,No,No,No,No,No,No,Yes,0,0,30
UPS-6735224610347138616,Ghana,11-24-2020,1998,22,15-24,Male,Northern,Nanumba South,Rural area [village/farm],No,No,No,No,No,No,No,Yes,0,0,I must walk to it,2,Easier,No,No,No,No,No,No,No,Yes,0,0,200
UPS2524922813562933330,Ghana,11-17-2020,1994,26,25-40,Male,Volta,Kadjebi,Rural area [village/farm],No,No,No,Yes,No,No,No,No,0,0,Neighbor,200,More difficult,No,No,No,No,No,No,No,Yes,0,0,200
UPS-1279678177129009309,Ghana,11-19-2020,1989,31,25-40,Male,Volta,Ho West,Urban area [city/town],No,No,No,Yes,No,No,No,No,0,0,In my home or compound,30,Easier,No,No,No,Yes,No,No,No,No,0,0,40
UPS-8431567728661492963,Ghana,11-24-2020,1991,29,25-40,Male,Brong-Ahafo,Asutifi North,Urban area [city/town],No,No,No,Yes,No,No,No,No,0,0,In my home or compound,100,The same as before,No,No,No,Yes,No,No,No,No,0,0,100
UPS-1077987011227559292,Ghana,11-16-2020,1954,66,40+,Male,Volta,Ho West,Urban area [city/town],No,No,No,Yes,No,No,No,No,0,0,I must walk to it,120,The same as before,No,No,No,Yes,No,No,No,No,0,0,100
UPS-7023472557348888677,Ghana,11-23-2020,1984,36,25-40,Male,Northern,Kpandai,Rural area [village/farm],No,No,No,No,No,No,Yes,No,0,0,I must walk to it,100,More difficult,No,No,No,No,No,No,Yes,No,0,0,70
UPS-3567816264312695574,Ghana,11-20-2020,1994,26,25-40,Male,Brong-Ahafo,Wenchi,Rural area [village/farm],No,No,No,No,No,No,Yes,No,0,0,I must walk to it,15,The same as before,No,No,No,No,No,No,No,Yes,0,0,15
UPS-7879990936857600820,Ghana,11-20-2020,1994,26,25-40,Male,Volta,Ketu North,Urban area [city/town],No,No,No,No,No,No,Yes,No,0,0,Neighbor,100,More difficult,No,No,No,No,No,No,Yes,No,0,0,70
UPS4032975095557786,Ghana,11-20-2020,1995,25,25-40,Male,Northern,Kpandai,Rural area [village/farm],Yes,No,No,No,No,No,No,No,5,16,In my home or compound,60,The same as before,Yes,No,No,No,No,No,No,No,4,14,120
UPS-3972586630251680200,Ghana,11-22-2020,1994,26,25-40,Female,Brong-Ahafo,Nkoranza North,Urban area [city/town],Yes,No,No,No,No,No,No,No,5,1,I must walk to it,1,The same as before,Yes,No,No,No,No,No,No,No,7,24,14
UPS7193919752818036868,Ghana,11-23-2020,1996,24,15-24,Male,Volta,Kadjebi,Rural area [village/farm],No,No,No,No,No,No,No,Yes,0,0,I must walk to it,400,More difficult,No,Yes,No,No,No,No,No,No,2,2,400
UPS5171596708820991239,Ghana,11-17-2020,1988,32,25-40,Male,Brong-Ahafo,Asutifi North,Rural area [village/farm],No,Yes,No,No,No,No,No,No,7,19,I must walk to it,0,The same as before,No,Yes,No,No,No,No,No,No,7,19,19
UPS404081056025590415,Ghana,11-25-2020,1986,34,25-40,Male,Northern,Zabzugu,Urban area [city/town],Yes,No,No,No,No,No,No,No,4,15,Neighbor,58,More difficult,Yes,No,No,No,No,No,No,No,3,12,78
UPS-4849179787002629096,Ghana,11-23-2020,1995,25,25-40,Male,Northern,Nanton,Rural area [village/farm],No,No,No,No,No,No,No,Yes,0,0,I must walk to it,0,The same as before,No,No,No,No,No,No,No,Yes,0,0,50
UPS4452297047701068748,Ghana,11-20-2020,1989,31,25-40,Male,Northern,Zabzugu,Rural area [village/farm],No,No,No,No,No,No,Yes,No,0,0,In my home or compound,0,The same as before,No,No,No,No,Yes,No,No,No,0,0,400
UPS629915985166364478,Ghana,11-23-2020,1980,40,25-40,Female,Brong-Ahafo,Kintampo North,Rural area [village/farm],No,No,No,No,No,No,No,Yes,0,0,I must walk to it,50,Easier,No,No,No,No,No,No,No,Yes,0,0,100
UPS1039078463073765118,Ghana,11-25-2020,1989,31,25-40,Male,Volta,Ho West,Rural area [village/farm],No,No,No,No,No,No,Yes,No,0,0,In my home or compound,60,More difficult,Yes,No,No,No,No,No,No,No,6,10,100
UPS5481928420378673194,Ghana,11-23-2020,1999,21,15-24,Male,Northern,West Gonja,Rural area [village/farm],No,No,Yes,No,No,No,No,No,0,0,Neighbor,30,More difficult,No,No,Yes,No,No,No,No,No,0,0,20
UPS7913950063219285823,Ghana,11-24-2020,1984,36,25-40,Male,Brong-Ahafo,Asutifi South,Rural area [village/farm],No,No,No,Yes,No,No,No,No,0,0,Neighbor,20,Easier,No,No,No,Yes,No,No,No,No,0,0,10
UPS-30950153467665283,Ghana,11-20-2020,1993,27,25-40,Male,Northern,Nanumba South,Urban area [city/town],No,No,No,No,No,No,No,Yes,0,0,Neighbor,200,Easier,No,Yes,No,No,No,No,No,No,7,3,200
UPS5344611556203448700,Ghana,11-20-2020,1990,30,25-40,Male,Northern,Nanumba South,Rural area [village/farm],Yes,No,No,No,No,No,No,No,1,2,In my home or compound,20,More difficult,No,Yes,No,No,No,No,No,No,2,4,20
UPS3053961152493198538,Ghana,11-23-2020,1989,31,25-40,Male,Brong-Ahafo,Asutifi South,Urban area [city/town],No,Yes,No,No,No,No,No,No,5,18,I must walk to it,0,Easier,No,No,No,Yes,No,No,No,No,0,0,10
UPS5011325423239411664,Ghana,11-22-2020,1988,32,25-40,Male,Volta,Afadzato South,Urban area [city/town],No,No,No,Yes,No,No,No,No,0,0,I must walk to it,20,The same as before,No,No,No,Yes,No,No,No,No,0,0,20
UPS-1091283787986381932,Ghana,11-20-2020,1994,26,25-40,Male,Volta,Ho West,Urban area [city/town],No,No,No,Yes,No,No,No,No,0,0,I must walk to it,40,The same as before,No,No,No,Yes,No,No,No,No,0,0,15
UPS-3069808286529062233,Ghana,11-24-2020,1995,25,25-40,Male,Brong-Ahafo,Nkoranza South,Rural area [village/farm],No,No,Yes,No,No,No,No,No,0,0,I must walk to it,25,More difficult,No,Yes,No,No,No,No,No,No,7,24,105
UPS-6465335995913510439,Ghana,11-17-2020,1983,37,25-40,Male,Northern,Tatale Sanguli,Rural area [village/farm],Yes,No,No,No,No,No,No,No,3,4,Neighbor,170,Easier,No,No,No,No,No,No,No,Yes,0,0,170
UPS6669850298798347037,Ghana,11-24-2020,1993,27,25-40,Male,Northern,Nanton,Rural area [village/farm],No,No,No,No,No,No,No,Yes,0,0,I must walk to it,50,The same as before,No,No,No,No,No,Yes,No,No,0,0,75
UPS4344673234303711346,Ghana,11-25-2020,1993,27,25-40,Female,Volta,Ho West,Urban area [city/town],No,Yes,No,No,No,No,No,No,7,12,I must walk to it,50,The same as before,No,Yes,No,No,No,No,No,No,7,12,50
UPS5614641371554164836,Ghana,11-17-2020,1983,37,25-40,Female,Brong-Ahafo,Asutifi South,Urban area [city/town],Yes,No,No,No,No,No,No,No,7,20,In my home or compound,70,The same as before,Yes,No,No,No,No,No,No,No,7,22,70
UPS7659354352957669986,Ghana,11-20-2020,1996,24,15-24,Female,Brong-Ahafo,Asutifi South,Rural area [village/farm],No,No,No,No,No,No,Yes,No,0,0,In my home or compound,200,Easier,Yes,No,No,No,No,No,No,No,3,21,22
UPS4648892736843080115,Ghana,11-17-2020,1992,28,25-40,Female,Brong-Ahafo,Dormaa West,Rural area [village/farm],No,No,No,No,Yes,No,No,No,0,0,In my home or compound,1,More difficult,No,No,No,No,Yes,No,No,No,0,0,1
UPS6558082095059797339,Ghana,11-24-2020,1996,24,15-24,Male,Northern,Nanumba South,Rural area [village/farm],No,No,Yes,No,No,No,No,No,0,0,I must walk to it,0,The same as before,No,No,Yes,No,No,No,No,No,0,0,0
UPS-6229829380609077030,Ghana,11-23-2020,1998,22,15-24,Male,Northern,Nanumba South,Urban area [city/town],No,No,Yes,No,No,No,No,No,0,0,Neighbor,100,More difficult,No,No,Yes,No,No,No,No,No,0,0,100
UPS3199205012853205515,Ghana,11-20-2020,1994,26,25-40,Female,Volta,Ketu North,Rural area [village/farm],Yes,No,No,No,No,No,No,No,2,5,In my home or compound,15,More difficult,No,Yes,No,No,No,No,No,No,2,5,10
UPS-7766007823769032577,Ghana,11-24-2020,1992,28,25-40,Male,Volta,Ho West,Urban area [city/town],Yes,No,No,No,No,No,No,No,2,2,I must walk to it,300,More difficult,No,No,No,Yes,No,No,No,No,0,0,200
UPS3864914369870112782,Ghana,11-24-2020,1994,26,25-40,Male,Northern,Nanumba South,Rural area [village/farm],No,No,No,No,No,No,No,Yes,0,0,I must walk to it,2,The same as before,No,No,No,No,No,No,No,Yes,0,0,2
UPS-4438656251394158176,Ghana,11-20-2020,1996,24,15-24,Male,Volta,Ketu North,Rural area [village/farm],No,No,No,No,No,No,Yes,No,0,0,In my home or compound,30,More difficult,No,No,Yes,No,No,No,No,No,0,0,28
UPS-5925383667086815575,Ghana,11-23-2020,1980,40,25-40,Male,Volta,Central Tongu,Rural area [village/farm],No,No,No,No,No,No,Yes,No,0,0,I must walk to it,50,Easier,No,Yes,No,No,No,No,No,No,5,12,1
UPS2755895495354442117,Ghana,11-21-2020,1995,25,25-40,Male,Volta,Ho West,Urban area [city/town],Yes,No,No,No,No,No,No,No,5,12,Neighbor,9,The same as before,No,Yes,No,No,No,No,No,No,5,12,6
UPS-1143223054548306415,Ghana,11-21-2020,1998,22,15-24,Male,Brong-Ahafo,Kintampo North,Urban area [city/town],Yes,No,Yes,Yes,No,No,No,No,5,13,In my home or compound,110,Easier,No,No,Yes,Yes,No,No,Yes,No,0,0,200
UPS-3669045698237370712,Ghana,11-23-2020,1990,30,25-40,Male,Brong-Ahafo,Dormaa West,Urban area [city/town],No,Yes,No,No,No,No,No,No,4,12,In my home or compound,60,The same as before,No,Yes,No,No,No,No,No,No,4,12,60
UPS7638850031145626624,Ghana,11-19-2020,1985,35,25-40,Male,Volta,Ho West,Urban area [city/town],No,No,No,Yes,No,No,No,No,0,0,Neighbor,100,The same as before,No,No,No,Yes,No,No,No,No,0,0,100
UPS-3471937888067763589,Ghana,11-25-2020,1989,31,25-40,Male,Volta,Ho West,Urban area [city/town],No,Yes,No,No,No,No,No,No,2,3,In my home or compound,3,Easier,No,Yes,No,No,No,No,No,No,2,5,200
UPS-3658658812624296337,Ghana,11-25-2020,1992,28,25-40,Male,Volta,Afadzato South,Rural area [village/farm],No,No,Yes,No,No,No,No,No,0,0,Neighbor,10,More difficult,No,No,Yes,No,No,No,No,No,0,0,10
UPS1251750702972530255,Ghana,11-25-2020,1998,22,15-24,Female,Brong-Ahafo,Kintampo North,Urban area [city/town],No,Yes,No,No,No,No,No,No,6,18,I must walk to it,30,Easier,No,Yes,No,No,No,No,No,No,5,20,200
UPS522532711237983728,Ghana,11-25-2020,1993,27,25-40,Male,Northern,Nanton,Rural area [village/farm],No,No,No,No,No,Yes,No,No,0,0,I must walk to it,20,More difficult,No,No,No,No,No,No,No,Yes,0,0,20
UPS8255818725245286320,Ghana,11-16-2020,1990,30,25-40,Male,Northern,West Gonja,Rural area [village/farm],No,No,No,No,No,No,Yes,No,0,0,In my home or compound,53,The same as before,Yes,No,No,No,No,No,No,No,1,5,24
UPS-5181745297980269595,Ghana,11-24-2020,1999,21,15-24,Female,Northern,Nanton,Rural area [village/farm],No,No,No,No,No,No,No,Yes,0,0,I must walk to it,1,More difficult,No,No,No,No,No,No,No,Yes,0,0,1
